frame,expression
10105,neutral
10110,neutral
10115,neutral
10120,neutral
10125,neutral
10130,neutral
10135,neutral
10140,neutral
10145,neutral
10150,neutral
10155,neutral
10160,neutral
10165,neutral
10170,neutral
10175,neutral
10180,neutral
10185,neutral
10190,neutral
10195,neutral
10200,neutral
10205,neutral
10210,neutral
10215,neutral
10220,neutral
10225,neutral
10230,neutral
10235,neutral
10240,neutral
10245,neutral
10250,neutral
10255,neutral
10260,neutral
10265,neutral
10270,neutral
10275,neutral
10280,neutral
10285,neutral
10290,neutral
10295,neutral
10300,neutral
10305,neutral
10310,neutral
10315,neutral
10320,neutral
10325,neutral
10330,neutral
10335,neutral
10340,neutral
10345,neutral
10350,neutral
10355,neutral
10360,neutral
10365,neutral
10370,neutral
10375,neutral
10380,neutral
10385,neutral
10390,neutral
10395,neutral
10400,neutral
10405,neutral
10410,neutral
10415,neutral
10420,neutral
10425,neutral
10430,neutral
10435,neutral
10440,neutral
10445,neutral
10450,neutral
10455,neutral
10460,neutral
10465,neutral
10470,neutral
10475,neutral
10480,neutral
10485,neutral
10490,neutral
10495,neutral
10500,neutral
10505,neutral
10510,neutral
10515,neutral
10520,neutral
10525,neutral
10530,neutral
10535,neutral
10540,neutral
10545,neutral
10550,neutral
10555,neutral
10560,neutral
10565,neutral
10570,neutral
10575,neutral
10580,neutral
10585,neutral
10590,neutral
10595,neutral
10600,neutral
10605,neutral
10610,neutral
10615,neutral
10620,neutral
10625,neutral
10630,neutral
10635,neutral
10640,neutral
10645,neutral
10650,neutral
10655,neutral
10660,neutral
10665,neutral
10670,neutral
10675,neutral
10680,neutral
10685,neutral
10690,neutral
10695,neutral
10700,neutral
10705,neutral
10710,neutral
10715,neutral
10720,neutral
10725,neutral
10730,neutral
10735,neutral
10740,neutral
10745,neutral
10750,neutral
10755,neutral
10760,neutral
10765,neutral
10770,neutral
10775,neutral
10780,neutral
10785,neutral
10790,neutral
10795,neutral
10800,neutral
10805,neutral
10810,neutral
10815,neutral
10820,neutral
10825,neutral
10830,neutral
10835,neutral
10840,neutral
10845,neutral
10850,neutral
10855,neutral
10860,neutral
10865,neutral
10870,neutral
10875,neutral
10880,neutral
10885,neutral
10890,neutral
10895,neutral
10900,neutral
10905,neutral
10910,neutral
10915,neutral
10920,neutral
10925,neutral
10930,neutral
10935,neutral
10940,neutral
10945,neutral
10950,neutral
10955,neutral
10960,neutral
10965,neutral
10970,neutral
10975,neutral
10980,neutral
10985,neutral
10990,neutral
10995,neutral
11000,neutral
11005,neutral
11010,neutral
11015,neutral
11020,neutral
11025,neutral
11030,neutral
11035,neutral
11040,neutral
11045,neutral
11050,neutral
11055,neutral
11060,neutral
11065,neutral
11070,neutral
11075,neutral
11080,neutral
11085,neutral
11090,neutral
11095,neutral
11100,neutral
11105,neutral
11110,neutral
11115,neutral
11120,neutral
11125,neutral
11130,neutral
11135,neutral
11140,neutral
11145,neutral
11150,neutral
11155,neutral
11160,neutral
11165,neutral
11170,neutral
11175,neutral
11180,neutral
11185,neutral
11190,neutral
11195,neutral
11200,neutral
11205,neutral
11210,neutral
11215,neutral
11220,neutral
11225,neutral
11230,neutral
11235,neutral
11240,neutral
11245,neutral
11250,neutral
11255,neutral
11260,neutral
11265,neutral
11270,neutral
11275,neutral
11280,neutral
11285,neutral
11290,neutral
11295,neutral
11300,neutral
11305,neutral
11310,neutral
11315,neutral
11320,neutral
11325,neutral
11330,neutral
11335,neutral
11340,neutral
11345,neutral
11350,neutral
11355,neutral
11360,neutral
11365,neutral
11370,neutral
11375,neutral
11380,neutral
11385,neutral
11390,neutral
11395,neutral
11400,neutral
11405,neutral
11410,neutral
11415,neutral
11420,neutral
11425,neutral
11430,neutral
11435,neutral
11440,neutral
11445,neutral
11450,neutral
11455,neutral
11460,neutral
11465,neutral
11470,neutral
11475,neutral
11480,neutral
11485,neutral
11490,neutral
11495,neutral
11500,neutral
11505,neutral
11510,neutral
11515,neutral
11520,neutral
11525,neutral
11530,neutral
11535,neutral
11540,neutral
11545,neutral
11550,neutral
11555,neutral
11560,neutral
11565,neutral
11570,neutral
11575,neutral
11580,neutral
11585,neutral
11590,neutral
11595,neutral
11600,neutral
11605,neutral
11610,neutral
11615,neutral
11620,neutral
11625,neutral
11630,neutral
11635,neutral
11640,neutral
11645,neutral
11650,neutral
11655,neutral
11660,neutral
11665,neutral
11670,neutral
11675,neutral
11680,neutral
11685,neutral
11690,neutral
11695,neutral
11700,neutral
11705,neutral
11710,neutral
11715,neutral
11720,neutral
11725,neutral
11730,neutral
11735,neutral
11740,neutral
11745,neutral
11750,neutral
11755,neutral
11760,neutral
11765,neutral
11770,neutral
11775,neutral
11780,neutral
11785,neutral
11790,neutral
11795,neutral
11800,neutral
11805,neutral
11810,neutral
11815,neutral
11820,neutral
11825,neutral
11830,neutral
11835,neutral
11840,neutral
11845,neutral
11850,neutral
11855,neutral
11860,neutral
11865,neutral
11870,neutral
11875,neutral
11880,neutral
11885,neutral
11890,neutral
11895,neutral
11900,neutral
11905,neutral
11910,neutral
11915,neutral
11920,neutral
11925,neutral
11930,neutral
11935,neutral
11940,neutral
11945,neutral
11950,neutral
11955,neutral
11960,neutral
11965,neutral
11970,neutral
11975,neutral
11980,neutral
11985,neutral
11990,neutral
11995,neutral
12000,neutral
12005,neutral
12010,neutral
12015,neutral
12020,neutral
12025,neutral
12030,neutral
12035,neutral
12040,neutral
12045,neutral
12050,neutral
12055,neutral
12060,neutral
12065,neutral
12070,neutral
12075,neutral
12080,neutral
12085,neutral
12090,neutral
12095,neutral
12100,neutral
12105,neutral
12110,neutral
12115,neutral
12120,neutral
12125,neutral
12130,neutral
12135,neutral
12140,neutral
12145,neutral
12150,neutral
12155,neutral
12160,neutral
12165,neutral
12170,neutral
12175,neutral
12180,neutral
12185,neutral
12190,neutral
12195,neutral
12200,neutral
12205,neutral
12210,neutral
12215,neutral
12220,neutral
12225,neutral
12230,neutral
12235,neutral
12240,neutral
12245,neutral
12250,neutral
12255,neutral
12260,neutral
12265,neutral
12270,neutral
12275,neutral
12280,neutral
12285,neutral
12290,neutral
12295,neutral
12300,neutral
12305,neutral
12310,neutral
12315,neutral
12320,neutral
12325,neutral
12330,neutral
12335,neutral
12340,neutral
12345,neutral
12350,neutral
12355,neutral
12360,neutral
12365,neutral
12370,neutral
12375,neutral
12380,neutral
12385,neutral
12390,neutral
12395,neutral
12400,neutral
12405,neutral
12410,neutral
12415,neutral
12420,neutral
12425,neutral
12430,neutral
12435,neutral
12440,neutral
12445,neutral
12450,neutral
12455,neutral
12460,neutral
12465,neutral
12470,neutral
12475,neutral
12480,neutral
12485,neutral
12490,neutral
12495,neutral
12500,neutral
12505,neutral
12510,neutral
12515,neutral
12520,neutral
12525,neutral
12530,neutral
12535,neutral
12540,neutral
12545,neutral
12550,neutral
12555,neutral
12560,neutral
12565,neutral
12570,neutral
12575,neutral
12580,neutral
12585,neutral
12590,neutral
12595,neutral
12600,neutral
12605,neutral
12610,neutral
12615,neutral
12620,neutral
12625,neutral
12630,neutral
12635,neutral
12640,neutral
12645,neutral
12650,neutral
12655,neutral
12660,neutral
12665,neutral
12670,neutral
12675,neutral
12680,neutral
12685,neutral
12690,neutral
12695,neutral
12700,neutral
12705,neutral
12710,neutral
12715,neutral
12720,neutral
12725,neutral
12730,neutral
12735,neutral
12740,neutral
12745,neutral
12750,neutral
12755,neutral
12760,neutral
12765,neutral
12770,neutral
12775,neutral
12780,neutral
12785,neutral
12790,neutral
12795,neutral
12800,neutral
12805,neutral
12810,neutral
12815,neutral
12820,neutral
12825,neutral
12830,neutral
12835,neutral
12840,neutral
12845,neutral
12850,neutral
12855,neutral
12860,neutral
12865,neutral
12870,neutral
12875,neutral
12880,neutral
12885,neutral
12890,neutral
12895,neutral
12900,neutral
12905,neutral
12910,neutral
12915,neutral
12920,neutral
12925,neutral
12930,neutral
12935,neutral
12940,neutral
12945,neutral
12950,neutral
12955,neutral
12960,neutral
12965,neutral
12970,neutral
12975,neutral
12980,neutral
12985,neutral
12990,neutral
12995,neutral
13000,neutral
13005,neutral
13010,neutral
13015,neutral
13020,neutral
13025,neutral
13030,neutral
13035,neutral
13040,neutral
13045,neutral
13050,neutral
13055,neutral
13060,neutral
13065,neutral
13070,neutral
13075,neutral
13080,neutral
13085,neutral
13090,neutral
13095,neutral
13100,neutral
13105,neutral
13110,neutral
13115,neutral
13120,neutral
13125,neutral
13130,neutral
13135,neutral
13140,neutral
13145,neutral
13150,neutral
13155,neutral
13160,neutral
13165,neutral
13170,neutral
13175,neutral
13180,neutral
13185,neutral
13190,neutral
13195,neutral
13200,neutral
13205,neutral
13210,neutral
13215,neutral
13220,neutral
13225,neutral
13230,neutral
13235,neutral
13240,neutral
13245,neutral
13250,neutral
13255,neutral
13260,neutral
13265,neutral
13270,neutral
13275,neutral
13280,neutral
13285,neutral
13290,neutral
13295,neutral
13300,neutral
13305,neutral
13310,neutral
13315,neutral
13320,neutral
13325,neutral
13330,neutral
13335,neutral
13340,neutral
13345,neutral
13350,neutral
13355,neutral
13360,neutral
13365,neutral
13370,neutral
13375,neutral
13380,neutral
13385,neutral
13390,neutral
13395,neutral
13400,neutral
13405,neutral
13410,neutral
13415,neutral
13420,neutral
13425,neutral
13430,neutral
13435,neutral
13440,neutral
13445,neutral
13450,neutral
13455,neutral
13460,neutral
13465,neutral
13470,neutral
13475,neutral
13480,neutral
13485,neutral
13490,neutral
13495,neutral
13500,neutral
13505,neutral
13510,neutral
13515,neutral
13520,neutral
13525,neutral
13530,neutral
13535,neutral
13540,neutral
13545,neutral
13550,neutral
13555,neutral
13560,neutral
13565,neutral
13570,neutral
13575,neutral
13580,neutral
13585,neutral
13590,neutral
13595,neutral
13600,neutral
13605,neutral
13610,neutral
13615,neutral
13620,neutral
13625,neutral
13630,neutral
13635,neutral
13640,neutral
13645,neutral
13650,neutral
13655,neutral
13660,neutral
13665,neutral
13670,neutral
13675,neutral
13680,neutral
13685,neutral
13690,neutral
13695,neutral
13700,neutral
13705,neutral
13710,neutral
13715,neutral
13720,neutral
13725,neutral
13730,neutral
13735,neutral
13740,neutral
13745,neutral
13750,neutral
13755,neutral
13760,neutral
13765,neutral
13770,neutral
13775,neutral
13780,neutral
13785,neutral
13790,neutral
13795,neutral
13800,neutral
13805,neutral
13810,neutral
13815,neutral
13820,neutral
13825,neutral
13830,neutral
13835,neutral
13840,neutral
13845,neutral
13850,neutral
13855,neutral
13860,neutral
13865,neutral
13870,neutral
13875,neutral
13880,neutral
13885,neutral
13890,neutral
13895,neutral
13900,neutral
13905,neutral
13910,neutral
13915,neutral
13920,neutral
13925,neutral
13930,neutral
13935,neutral
13940,neutral
13945,neutral
13950,neutral
13955,neutral
13960,neutral
13965,neutral
13970,neutral
13975,neutral
13980,neutral
13985,neutral
13990,neutral
13995,neutral
14000,neutral
14005,neutral
14010,neutral
14015,neutral
14020,neutral
14025,neutral
14030,neutral
14035,neutral
14040,neutral
14045,neutral
14050,neutral
14055,neutral
14060,neutral
14065,neutral
14070,neutral
14075,neutral
14080,neutral
14085,neutral
14090,neutral
14095,neutral
14100,neutral
14105,neutral
14110,neutral
14115,neutral
14120,neutral
14125,neutral
14130,neutral
14135,neutral
14140,neutral
14145,neutral
14150,neutral
14155,neutral
14160,neutral
14165,neutral
14170,neutral
14175,neutral
14180,neutral
14185,neutral
14190,neutral
14195,neutral
14200,neutral
14205,neutral
14210,neutral
14215,neutral
14220,neutral
14225,neutral
14230,neutral
14235,neutral
14240,neutral
14245,neutral
14250,neutral
14255,neutral
14260,neutral
14265,neutral
14270,neutral
14275,neutral
14280,neutral
14285,neutral
14290,neutral
14295,neutral
14300,neutral
14305,neutral
14310,neutral
14315,neutral
14320,neutral
14325,neutral
14330,neutral
14335,neutral
14340,neutral
14345,neutral
14350,neutral
14355,neutral
14360,neutral
14365,neutral
14370,neutral
14375,neutral
14380,neutral
14385,neutral
14390,neutral
14395,neutral
14400,neutral
14405,neutral
14410,neutral
14415,neutral
14420,neutral
14425,neutral
14430,neutral
14435,neutral
14440,neutral
14445,neutral
14450,neutral
14455,neutral
14460,neutral
14465,neutral
14470,neutral
14475,neutral
14480,neutral
14485,neutral
14490,neutral
14495,neutral
14500,neutral
14505,neutral
14510,neutral
14515,neutral
14520,neutral
14525,neutral
14530,neutral
14535,neutral
14540,neutral
14545,neutral
14550,neutral
14555,neutral
14560,neutral
14565,neutral
14570,neutral
14575,neutral
14580,neutral
14585,neutral
14590,neutral
14595,neutral
14600,neutral
14605,neutral
14610,neutral
14615,neutral
14620,neutral
14625,neutral
14630,neutral
14635,neutral
14640,neutral
14645,neutral
14650,neutral
14655,neutral
14660,neutral
14665,neutral
14670,neutral
14675,neutral
14680,neutral
14685,neutral
14690,neutral
14695,neutral
14700,neutral
14705,neutral
14710,neutral
14715,neutral
14720,neutral
14725,neutral
14730,neutral
14735,neutral
14740,neutral
14745,neutral
14750,neutral
14755,neutral
14760,neutral
14765,neutral
14770,neutral
14775,neutral
14780,neutral
14785,neutral
14790,neutral
14795,neutral
14800,neutral
14805,neutral
14810,neutral
14815,neutral
14820,neutral
14825,neutral
14830,neutral
14835,neutral
14840,neutral
14845,neutral
14850,neutral
14855,neutral
14860,neutral
14865,neutral
14870,neutral
14875,neutral
14880,neutral
14885,neutral
14890,neutral
14895,neutral
14900,neutral
14905,neutral
14910,neutral
14915,neutral
14920,neutral
14925,neutral
14930,neutral
14935,neutral
14940,neutral
14945,neutral
14950,neutral
14955,neutral
14960,neutral
14965,neutral
14970,neutral
14975,neutral
14980,neutral
14985,neutral
14990,neutral
14995,neutral
15000,neutral
15005,neutral
15010,neutral
15015,neutral
15020,neutral
15025,neutral
15030,neutral
15035,neutral
15040,neutral
15045,neutral
15050,neutral
15055,neutral
15060,neutral
15065,neutral
15070,neutral
15075,neutral
15080,neutral
15085,neutral
15090,neutral
15095,neutral
15100,neutral
15105,neutral
15110,neutral
15115,neutral
15120,neutral
15125,neutral
15130,neutral
15135,neutral
15140,neutral
15145,neutral
15150,neutral
15155,neutral
15160,neutral
15165,neutral
15170,neutral
15175,neutral
15180,neutral
15185,neutral
15190,neutral
15195,neutral
15200,neutral
15205,neutral
15210,neutral
15215,neutral
15220,neutral
15225,neutral
15230,neutral
15235,neutral
15240,neutral
15245,neutral
15250,neutral
15255,neutral
15260,neutral
15265,neutral
15270,neutral
15275,neutral
15280,neutral
15285,neutral
15290,neutral
15295,neutral
15300,neutral
15305,neutral
15310,neutral
15315,neutral
15320,neutral
15325,neutral
15330,neutral
15335,neutral
15340,neutral
15345,neutral
15350,neutral
15355,neutral
15360,neutral
15365,neutral
15370,neutral
15375,neutral
15380,neutral
15385,neutral
15390,neutral
15395,neutral
15400,neutral
15405,neutral
15410,neutral
15415,neutral
15420,neutral
15425,neutral
15430,neutral
15435,neutral
15440,neutral
15445,neutral
15450,neutral
15455,neutral
15460,neutral
15465,neutral
15470,neutral
15475,neutral
15480,neutral
15485,neutral
15490,neutral
15495,neutral
15500,neutral
15505,neutral
15510,neutral
15515,neutral
15520,neutral
15525,neutral
15530,neutral
15535,neutral
15540,neutral
15545,neutral
15550,neutral
15555,neutral
15560,neutral
15565,neutral
15570,neutral
15575,neutral
15580,neutral
15585,neutral
15590,neutral
15595,neutral
15600,neutral
15605,neutral
15610,neutral
15615,neutral
15620,neutral
15625,neutral
15630,neutral
15635,neutral
15640,neutral
15645,neutral
15650,neutral
15655,neutral
15660,neutral
15665,neutral
15670,neutral
15675,neutral
15680,neutral
15685,neutral
15690,neutral
15695,neutral
15700,neutral
15705,neutral
15710,neutral
15715,neutral
15720,neutral
15725,neutral
15730,neutral
15735,neutral
15740,neutral
15745,neutral
15750,neutral
15755,neutral
15760,neutral
15765,neutral
15770,neutral
15775,neutral
15780,neutral
15785,neutral
15790,neutral
15795,neutral
15800,neutral
15805,neutral
15810,neutral
15815,neutral
15820,neutral
15825,neutral
15830,neutral
15835,neutral
15840,neutral
15845,neutral
15850,neutral
15855,neutral
15860,neutral
15865,neutral
15870,neutral
15875,neutral
15880,neutral
15885,neutral
15890,neutral
15895,neutral
15900,neutral
15905,neutral
15910,neutral
15915,neutral
15920,neutral
15925,neutral
15930,neutral
15935,neutral
15940,neutral
15945,neutral
15950,neutral
15955,neutral
15960,neutral
15965,neutral
15970,neutral
15975,neutral
15980,neutral
15985,neutral
15990,neutral
15995,neutral
16000,neutral
16005,neutral
16010,neutral
16015,neutral
16020,neutral
16025,neutral
16030,neutral
16035,neutral
16040,neutral
16045,neutral
16050,neutral
16055,neutral
16060,neutral
16065,neutral
16070,neutral
16075,neutral
16080,neutral
16085,neutral
16090,neutral
16095,neutral
16100,neutral
16105,neutral
16110,neutral
16115,neutral
16120,neutral
16125,neutral
16130,neutral
16135,neutral
16140,neutral
16145,neutral
16150,neutral
16155,neutral
16160,neutral
16165,neutral
16170,neutral
16175,neutral
16180,neutral
16185,neutral
16190,neutral
16195,neutral
16200,neutral
16205,neutral
16210,neutral
16215,neutral
16220,neutral
16225,neutral
16230,neutral
16235,neutral
16240,neutral
16245,neutral
16250,neutral
16255,neutral
16260,neutral
16265,neutral
16270,neutral
16275,neutral
16280,neutral
16285,neutral
16290,neutral
16295,neutral
16300,neutral
16305,neutral
16310,neutral
16315,neutral
16320,neutral
16325,neutral
16330,neutral
16335,neutral
16340,neutral
16345,neutral
16350,neutral
16355,neutral
16360,neutral
16365,neutral
16370,neutral
16375,neutral
16380,neutral
16385,neutral
16390,neutral
16395,neutral
16400,neutral
16405,neutral
16410,neutral
16415,neutral
16420,neutral
16425,neutral
16430,neutral
16435,neutral
16440,neutral
16445,neutral
16450,neutral
16455,neutral
16460,neutral
16465,neutral
16470,neutral
16475,neutral
16480,neutral
16485,neutral
16490,neutral
16495,neutral
16500,neutral
16505,neutral
16510,neutral
16515,neutral
16520,neutral
16525,neutral
16530,neutral
16535,neutral
16540,neutral
16545,neutral
16550,neutral
16555,neutral
16560,neutral
16565,neutral
16570,neutral
16575,neutral
16580,neutral
16585,neutral
16590,neutral
16595,neutral
16600,neutral
16605,neutral
16610,neutral
16615,neutral
16620,neutral
16625,neutral
16630,neutral
16635,neutral
16640,neutral
16645,neutral
16650,neutral
16655,neutral
16660,smile
16665,smile
16670,smile
16675,neutral
16680,neutral
16685,neutral
16690,neutral
16695,smile
16700,smile
16705,smile
16710,neutral
16715,neutral
16720,neutral
16725,neutral
16730,neutral
16735,neutral
16740,neutral
16745,neutral
16750,neutral
16755,neutral
16760,neutral
16765,neutral
16770,neutral
16775,neutral
16780,neutral
16785,neutral
16790,neutral
16795,neutral
16800,neutral
16805,neutral
16810,neutral
16815,neutral
16820,neutral
16825,neutral
16830,neutral
16835,neutral
16840,neutral
16845,neutral
16850,neutral
16855,neutral
16860,neutral
16865,neutral
16870,neutral
16875,neutral
16880,neutral
16885,neutral
16890,neutral
16895,neutral
16900,neutral
16905,neutral
16910,neutral
16915,neutral
16920,neutral
16925,neutral
16930,neutral
16935,neutral
16940,neutral
16945,neutral
16950,neutral
16955,neutral
16960,neutral
16965,neutral
16970,neutral
16975,neutral
16980,neutral
16985,neutral
16990,neutral
16995,neutral
17000,neutral
17005,neutral
17010,neutral
17015,neutral
17020,neutral
17025,neutral
17030,neutral
17035,neutral
17040,neutral
17045,neutral
17050,neutral
17055,neutral
17060,neutral
17065,neutral
17070,neutral
17075,neutral
17080,neutral
17085,neutral
17090,neutral
17095,neutral
17100,neutral
17105,neutral
17110,neutral
17115,neutral
17120,neutral
17125,neutral
17130,neutral
17135,neutral
17140,neutral
17145,neutral
17150,neutral
17155,neutral
17160,neutral
17165,neutral
17170,neutral
17175,neutral
17180,neutral
17185,neutral
17190,neutral
17195,neutral
17200,neutral
17205,neutral
17210,neutral
17215,neutral
17220,neutral
17225,neutral
17230,neutral
17235,neutral
17240,neutral
17245,neutral
17250,neutral
17255,neutral
17260,neutral
17265,neutral
17270,neutral
17275,neutral
17280,neutral
17285,neutral
17290,neutral
17295,neutral
17300,neutral
17305,neutral
17310,neutral
17315,neutral
17320,neutral
17325,neutral
17330,neutral
17335,neutral
17340,neutral
17345,neutral
17350,neutral
17355,neutral
17360,neutral
17365,neutral
17370,neutral
17375,neutral
17380,neutral
17385,neutral
17390,neutral
17395,neutral
17400,neutral
17405,neutral
17410,neutral
17415,neutral
17420,neutral
17425,neutral
17430,neutral
17435,neutral
17440,neutral
17445,neutral
17450,neutral
17455,neutral
17460,neutral
17465,neutral
17470,neutral
17475,neutral
17480,neutral
17485,neutral
17490,neutral
17495,neutral
17500,neutral
17505,neutral
17510,neutral
17515,neutral
17520,neutral
17525,neutral
17530,neutral
17535,neutral
17540,neutral
17545,neutral
17550,neutral
17555,neutral
17560,neutral
17565,neutral
17570,neutral
17575,neutral
17580,neutral
17585,neutral
17590,neutral
17595,neutral
17600,neutral
17605,neutral
17610,neutral
17615,neutral
17620,neutral
17625,neutral
17630,neutral
17635,neutral
17640,neutral
17645,neutral
17650,neutral
17655,neutral
17660,neutral
17665,neutral
17670,neutral
17675,neutral
17680,neutral
17685,neutral
17690,neutral
17695,neutral
17700,neutral
17705,neutral
17710,neutral
17715,neutral
17720,neutral
17725,neutral
17730,neutral
17735,neutral
17740,neutral
17745,neutral
17750,neutral
17755,neutral
17760,neutral
17765,neutral
17770,neutral
17775,neutral
17780,neutral
17785,neutral
17790,neutral
17795,neutral
17800,neutral
17805,neutral
17810,neutral
17815,neutral
17820,neutral
17825,neutral
17830,neutral
17835,neutral
17840,neutral
17845,neutral
17850,neutral
17855,neutral
17860,neutral
17865,neutral
17870,neutral
17875,neutral
17880,neutral
17885,neutral
17890,neutral
17895,neutral
17900,neutral
17905,neutral
17910,neutral
17915,neutral
17920,neutral
17925,neutral
17930,neutral
17935,neutral
17940,neutral
17945,neutral
17950,neutral
17955,neutral
17960,neutral
17965,neutral
17970,neutral
17975,neutral
17980,neutral
17985,neutral
17990,neutral
17995,neutral
18000,neutral
18005,neutral
18010,neutral
18015,neutral
18020,neutral
18025,neutral
18030,neutral
18035,neutral
18040,neutral
18045,neutral
18050,neutral
18055,neutral
18060,neutral
18065,neutral
18070,neutral
18075,neutral
18080,neutral
18085,neutral
18090,neutral
18095,neutral
18100,neutral
18105,neutral
18110,neutral
18115,neutral
18120,neutral
18125,neutral
18130,neutral
18135,neutral
18140,neutral
18145,neutral
18150,neutral
18155,neutral
18160,neutral
18165,neutral
18170,neutral
18175,neutral
18180,neutral
18185,neutral
18190,neutral
18195,neutral
18200,neutral
18205,neutral
18210,neutral
18215,neutral
18220,neutral
18225,neutral
18230,neutral
18235,neutral
18240,neutral
18245,neutral
18250,neutral
18255,neutral
18260,neutral
18265,neutral
18270,neutral
18275,neutral
18280,neutral
18285,neutral
18290,neutral
18295,neutral
18300,neutral
18305,neutral
18310,neutral
18315,neutral
18320,neutral
18325,neutral
18330,neutral
18335,neutral
18340,neutral
18345,neutral
18350,neutral
18355,neutral
18360,neutral
18365,neutral
18370,neutral
18375,neutral
18380,neutral
18385,neutral
18390,neutral
18395,neutral
18400,neutral
18405,neutral
18410,neutral
18415,neutral
18420,neutral
18425,neutral
18430,neutral
18435,neutral
18440,neutral
18445,neutral
18450,neutral
18455,neutral
18460,neutral
18465,neutral
18470,neutral
18475,neutral
18480,neutral
18485,neutral
18490,neutral
18495,neutral
18500,neutral
18505,neutral
18510,neutral
18515,neutral
18520,neutral
18525,neutral
18530,neutral
18535,neutral
18540,neutral
18545,neutral
18550,neutral
18555,neutral
18560,neutral
18565,neutral
18570,neutral
18575,neutral
18580,neutral
18585,neutral
18590,neutral
18595,neutral
18600,neutral
18605,neutral
18610,neutral
18615,neutral
18620,neutral
18625,neutral
18630,neutral
18635,neutral
18640,neutral
18645,neutral
18650,neutral
18655,neutral
18660,neutral
18665,neutral
18670,neutral
18675,neutral
18680,neutral
18685,neutral
18690,neutral
18695,neutral
18700,neutral
18705,neutral
18710,neutral
18715,neutral
18720,neutral
18725,neutral
18730,neutral
18735,neutral
18740,neutral
18745,neutral
18750,neutral
18755,neutral
18760,neutral
18765,neutral
18770,neutral
18775,neutral
18780,neutral
18785,neutral
18790,neutral
18795,neutral
18800,neutral
18805,neutral
18810,neutral
18815,neutral
18820,neutral
18825,neutral
18830,neutral
18835,neutral
18840,neutral
18845,neutral
18850,neutral
18855,neutral
18860,neutral
18865,neutral
18870,neutral
18875,neutral
18880,neutral
18885,neutral
18890,neutral
18895,neutral
18900,neutral
18905,neutral
18910,neutral
18915,neutral
18920,neutral
18925,neutral
18930,neutral
18935,neutral
18940,neutral
18945,neutral
18950,neutral
18955,neutral
18960,neutral
18965,neutral
18970,neutral
18975,neutral
18980,neutral
18985,neutral
18990,neutral
18995,neutral
19000,neutral
19005,neutral
19010,neutral
19015,neutral
19020,neutral
19025,neutral
19030,neutral
19035,neutral
19040,neutral
19045,neutral
19050,neutral
19055,neutral
19060,neutral
19065,neutral
19070,neutral
19075,neutral
19080,neutral
19085,neutral
19090,neutral
19095,neutral
19100,neutral
19105,neutral
19110,neutral
19115,neutral
19120,neutral
19125,neutral
19130,neutral
19135,neutral
19140,neutral
19145,neutral
19150,neutral
19155,neutral
19160,neutral
19165,neutral
19170,neutral
19175,neutral
19180,neutral
19185,neutral
19190,neutral
19195,neutral
19200,neutral
19205,neutral
19210,neutral
19215,neutral
19220,neutral
19225,neutral
19230,neutral
19235,neutral
19240,neutral
19245,neutral
19250,neutral
19255,neutral
19260,neutral
19265,neutral
19270,neutral
19275,neutral
19280,neutral
19285,neutral
19290,neutral
19295,neutral
19300,neutral
19305,neutral
19310,neutral
19315,neutral
19320,neutral
19325,neutral
19330,neutral
19335,neutral
19340,neutral
19345,neutral
19350,neutral
19355,neutral
19360,neutral
19365,neutral
19370,neutral
19375,neutral
19380,neutral
19385,neutral
19390,neutral
19395,neutral
19400,neutral
19405,neutral
19410,neutral
19415,neutral
19420,neutral
19425,neutral
19430,neutral
19435,neutral
19440,neutral
19445,neutral
19450,neutral
19455,neutral
19460,neutral
19465,neutral
19470,neutral
19475,neutral
19480,neutral
19485,neutral
19490,neutral
19495,neutral
19500,neutral
19505,neutral
19510,neutral
19515,neutral
19520,neutral
19525,neutral
19530,neutral
19535,neutral
19540,neutral
19545,neutral
19550,neutral
19555,neutral
19560,neutral
19565,neutral
19570,neutral
19575,neutral
19580,neutral
19585,neutral
19590,neutral
19595,neutral
19600,neutral
19605,neutral
19610,neutral
19615,neutral
19620,neutral
19625,neutral
19630,neutral
19635,neutral
19640,neutral
19645,neutral
19650,neutral
19655,neutral
19660,neutral
19665,neutral
19670,neutral
19675,neutral
19680,neutral
19685,neutral
19690,neutral
19695,neutral
19700,neutral
19705,neutral
19710,neutral
19715,neutral
19720,neutral
19725,neutral
19730,neutral
19735,neutral
19740,neutral
19745,neutral
19750,neutral
19755,neutral
19760,neutral
19765,neutral
19770,neutral
19775,neutral
19780,neutral
19785,neutral
19790,neutral
19795,neutral
19800,neutral
19805,neutral
19810,neutral
19815,neutral
19820,neutral
19825,neutral
19830,neutral
19835,neutral
19840,neutral
19845,neutral
19850,neutral
19855,neutral
19860,neutral
19865,neutral
19870,neutral
19875,neutral
19880,neutral
19885,neutral
19890,neutral
19895,neutral
19900,neutral
19905,neutral
19910,neutral
19915,neutral
19920,neutral
19925,neutral
19930,neutral
19935,neutral
19940,neutral
19945,neutral
19950,neutral
19955,neutral
19960,neutral
19965,neutral
19970,neutral
19975,neutral
19980,neutral
19985,neutral
19990,neutral
19995,neutral
20000,neutral
20005,neutral
20010,neutral
20015,neutral
20020,neutral
20025,neutral
20030,neutral
20035,neutral
20040,neutral
20045,neutral
20050,neutral
20055,neutral
20060,neutral
20065,neutral
20070,neutral
20075,neutral
20080,neutral
20085,neutral
20090,neutral
20095,neutral
20100,neutral
